,L/C Price,Sub Type,St#,St Name,City,Br/Ba,YrBuilt,Age,house_price,City Name,Address,Lat,Lng
1117,"$750,000 ",SFR/D,3113,San Anseline AVE  ,LONG,"3/1,1,0,0",1950/ASR,68,"750,000 ",Long Beach ,3113 San Anseline AVE   Long Beach ,33.8128586,-118.1218459
1118,"$670,000 ",SFR/D,2184,Ocana AVE  ,LONG,"2/1,0,1,0",1949/ASR,69,"670,000 ",Long Beach ,2184 Ocana AVE   Long Beach ,33.7954631,-118.1202458
1119,"$570,000 ",SFR/D,11582,Margie LN  ,GG,"3/2,0,0,0",1958/ASR,60,"570,000 ",Garden Grove ,11582 Margie LN   Garden Grove ,33.794777,-117.930299
1120,"$582,000 ",SFR/D,9231,Imperial AVE  ,GG,"2/1,0,0,0",1939/ASR,79,"582,000 ",Garden Grove ,9231 Imperial AVE   Garden Grove ,33.7700904,-117.9681687
1121,"$700,000 ",SFR/D,13351,Wynant DR  ,GG,"3/2,0,0,0",1954/ASR,64,"700,000 ",Garden Grove ,13351 Wynant DR   Garden Grove ,33.7685973,-117.9855555
1122,"$250,000 ",TWNHS/A,1112 S,Mantle LN   #18B,SA,"2/1,0,0,0",1977/ASR,41,"250,000 ",Santa Ana ,1112 S Mantle LN   #18B Santa Ana ,33.7347356,-117.8432362
1123,"$487,500 ",TWNHS/A,2650 W,Segerstrom AVE   #D,SA,"3/3,0,0,0",1977/PUB,41,"487,500 ",Santa Ana ,2650 W Segerstrom AVE   #D Santa Ana ,33.7083818,-117.9048442
1124,"$419,000 ",CONDO/A,1921,Sherry Lane    #96,SA,"3/1,1,0,0",1963/PUB,55,"419,000 ",Santa Ana ,1921 Sherry Lane    #96 Santa Ana ,33.7627056,-117.8407279
1125,"$448,000 ",CONDO/A,2607,Monte Carlo DR   #60,SA,"3/2,0,0,0",1978/ASR,40,"448,000 ",Santa Ana ,2607 Monte Carlo DR   #60 Santa Ana ,33.7615616,-117.9046592
1126,"$570,000 ",SFR/D,1903 E,Fruit ST  ,SA,"3/2,0,0,0",1976/PUB,42,"570,000 ",Santa Ana ,1903 E Fruit ST   Santa Ana ,33.7529889,-117.8400949
1127,"$375,500 ",TWNHS/A,15500,Tustin Village WAY   #91,TUS,"3/1,0,1,0",1964/ASR,54,"375,500 ",Tustin ,15500 Tustin Village WAY   #91 Tustin ,33.7395103,-117.8357762
1128,"$875,000 ",SFR/D,14652,Westfall RD  ,TUS,"4/2,0,1,0",1968/ASR,50,"875,000 ",Tustin ,14652 Westfall RD   Tustin ,33.7255225,-117.8221445
1129,"$720,000 ",SFR/D,2686 N,Sylvan CIR  ,ORG,"4/2,0,0,0",1964/ASR,54,"720,000 ",Orange ,2686 N Sylvan CIR   Orange ,33.8336022,-117.8586616
1130,"$695,000 ",SFR/D,393 S,Carole LN  ,ORG,"4/1,1,1,0",1976/ASR,42,"695,000 ",Orange ,393 S Carole LN   Orange ,33.78261579999999,-117.8273649
1131,"$1,050,000 ",SFR/D,3810 E,Fernwood AVE  ,ORG,"4/2,0,0,0",1960/ASR,58,"1,050,000 ",Orange ,3810 E Fernwood AVE   Orange ,33.77562100000001,-117.8124817
1132,"$669,000 ",SFR/A,5742 E,Hudson Bay DR  ,AH,"3/2,0,0,0",1985/ASR,33,"669,000 ",Anaheim Hills ,5742 E Hudson Bay DR   Anaheim Hills ,33.836959,-117.79113
1133,"$576,000 ",SFR/D,611 S,Porto PL  ,ANA,"3/2,0,0,0",1955/ASR,63,"576,000 ",Anaheim ,611 S Porto PL   Anaheim ,33.8248903,-117.9304609
1134,"$580,000 ",SFR/D,8841,Kennelly LN  ,ANA,"3/2,0,1,0",1957/ASR,61,"580,000 ",Anaheim ,8841 Kennelly LN   Anaheim ,33.8148792,-117.9784638
1135,"$639,000 ",SFR/D,2002 W,Orange AVE  ,ANA,"4/2,0,0,0",1957/ASR,61,"639,000 ",Anaheim ,2002 W Orange AVE   Anaheim ,33.824891,-117.95221
1136,"$700,000 ",SFR/D,9642,Greenwich LN  ,ANA,"5/2,0,0,0",1963/ASR,55,"700,000 ",Anaheim ,9642 Greenwich LN   Anaheim ,33.8229401,-117.9624947
1137,"$805,000 ",SFR/D,45,Freeman LN  ,BP,"4/2,1,0,0",2005/ASR,13,"805,000 ",Buena Park ,45 Freeman LN   Buena Park ,33.8861917,-117.9965816
1138,"$295,800 ",CONDO/A,400 N,Acacia AVE   #C23,FUL,"1/1,0,0,0",1965/ASR,53,"295,800 ",Fullerton ,400 N Acacia AVE   #C23 Fullerton ,33.873392,-117.8976814
1139,"$372,500 ",CONDO/A,4111,Carol DR   #I,FUL,"2/2,0,0,0",1990/EST,28,"372,500 ",Fullerton ,4111 Carol DR   #I Fullerton ,33.868845,-117.980944
1140,"$461,000 ",TWNHS/A,512,Shade Tree LN   #23,FUL,"2/2,0,1,0",1979/ASR,39,"461,000 ",Fullerton ,512 Shade Tree LN   #23 Fullerton ,33.8870045,-117.9184388
1141,"$529,000 ",SFR/D,232 W,Whiting AVE  ,FUL,"2/0,1,0,0",1919/ASR,99,"529,000 ",Fullerton ,232 W Whiting AVE   Fullerton ,33.87316730000001,-117.9278751
1142,"$645,000 ",SFR/D,536,Princeton CIR  E,FUL,"3/1,1,0,0",1950/ASR,68,"645,000 ",Fullerton ,536 Princeton CIR  E Fullerton ,33.876156,-117.9126568
1143,"$533,000 ",SFR/D,378,Pennsylvania WAY  ,PLA,"3/2,0,0,0",1977/ASR,41,"533,000 ",Placentia ,378 Pennsylvania WAY   Placentia ,33.8754021,-117.8628966
1144,"$710,000 ",SFR/D,1061,Holt DR  ,PLA,"4/2,0,1,0",1982/ASR,36,"710,000 ",Placentia ,1061 Holt DR   Placentia ,33.8813151,-117.8507177
1145,"$592,500 ",SFR/D,436 N,Citrus Hill LN  ,LH,"3/2,0,1,0",2013/ASR,5,"592,500 ",La Habra ,436 N Citrus Hill LN   La Habra ,33.9347927,-117.9497972
1146,"$520,000 ",SFR/D,4450,Marine AVE  ,LAWN,"2/1,0,0,0",1950/ASR,68,"520,000 ",Lawndale ,4450 Marine AVE   Lawndale ,33.8944203,-118.3545728
1147,"$670,000 ",SFR/D,13312,Gramercy PL  ,GR,"3/2,0,0,0",1956/OTH,62,"670,000 ",Gardena ,13312 Gramercy PL   Gardena ,33.9108483,-118.3128387
1148,"$516,000 ",TWNHS/A,1951,Rolling Vista DR   #44,LOM,"3/2,0,1,0",1965/ASR,53,"516,000 ",Lomita ,1951 Rolling Vista DR   #44 Lomita ,33.7759198,-118.3142087
1149,"$550,000 ",SFR/D,1553 W,222nd ST  ,TORR,"3/1,1,0,0",1961/ASR,57,"550,000 ",Torrance ,1553 W 222nd ST   Torrance ,33.8259268,-118.3056689
1150,"$489,000 ",TWNHS/A,26404,Vermont AVE   #9,HC,"3/2,0,1,0",2009/ASR,9,"489,000 ",Harbor City ,26404 Vermont AVE   #9 Harbor City ,33.7822159,-118.2970317
1151,"$812,000 ",SFR/D,21405,Ladeene AVE  ,TORR,"3/1,1,0,0",1956/ASR,62,"812,000 ",Torrance ,21405 Ladeene AVE   Torrance ,33.8347579,-118.3604622
1152,"$740,000 ",SFR/D,17014,Purche AVE  ,TORR,"3/1,0,1,0",1955/ASR,63,"740,000 ",Torrance ,17014 Purche AVE   Torrance ,33.8761644,-118.3201452
1153,"$1,900,000 ",TWNHS/D,332,1st PL  ,MANH,"3/1,1,0,0",1967/ASR,51,"1,900,000 ",Manhattan Beach ,332 1st PL   Manhattan Beach ,33.8786325,-118.4053817
1154,"$1,775,000 ",SFR/D,450,28th ST  ,HMB,"2/1,0,1,0",1955/ASR,63,"1,775,000 ",Hermosa Beach ,450 28th ST   Hermosa Beach ,33.874776,-118.4018442
1155,"$585,000 ",CONDO/A,250,The Village    #105,REDO,"0/1,0,0,0",1978/ASR,40,"585,000 ",Redondo Beach ,250 The Village    #105 Redondo Beach ,33.842833,-118.3901027
1156,"$395,000 ",SFR/D,40306,Via Estrada   ,MUR,"2/2,0,0,0",1990/PUB,28,"395,000 ",Murrieta ,40306 Via Estrada    Murrieta ,33.5818889,-117.204662
1157,"$465,000 ",SFR/D,36239,Toulon DR  ,MUR,"5/3,0,0,0",1988/ASR,30,"465,000 ",Murrieta ,36239 Toulon DR   Murrieta ,33.5935653,-117.1897736
1158,"$425,000 ",SFR/D,41228,Essex CT  ,TEM,"3/2,0,0,0",1999/ASR,19,"425,000 ",Temecula ,41228 Essex CT   Temecula ,33.5210966,-117.1164087
1159,"$515,000 ",SFR/D,32831,Tiempo CIR  ,TEM,"4/2,0,1,0",2003/ASR,15,"515,000 ",Temecula ,32831 Tiempo CIR   Temecula ,33.5005146,-117.0881192
1160,"$140,100 ",MANL/D,1620 W,Johnston AVE  ,HMT,"2/2,0,0,0",1991/ASR,27,"140,100 ",Hemet ,1620 W Johnston AVE   Hemet ,33.7332843,-116.9879786
1161,"$270,000 ",SFR/D,1258,PARDEE ST  ,SJCN,"3/2,0,1,0",2005/ASR,13,"270,000 ",San Jacinto ,1258 PARDEE ST   San Jacinto ,33.7793867,-116.9828737
1162,"$350,000 ",SFR/D,29604,Squaw Valley DR  ,MENF,"4/2,0,0,0",1989/ASR,29,"350,000 ",Menifee ,29604 Squaw Valley DR   Menifee ,33.6913788,-117.2042456
1163,"$260,000 ",SFR/D,3064,Plover WAY  ,PRS,"4/3,0,1,0",2006/ASR,12,"260,000 ",Perris ,3064 Plover WAY   Perris ,33.8267647,-117.2068413
1164,"$273,000 ",SFR/D,1910,HAVASU ST  ,PRS,"3/2,0,0,0",1989/ASR,29,"273,000 ",Perris ,1910 HAVASU ST   Perris ,33.8068312,-117.2182572
1165,"$305,000 ",SFR/D,1365,Yukon AVE  ,PRS,"4/2,0,1,0",1995/ASR,23,"305,000 ",Perris ,1365 Yukon AVE   Perris ,33.8405289,-117.1965733
1166,"$353,000 ",SFR/D,45031,Carla Ct   ,LKEL,"3/3,0,0,0",2006/PUB,12,"353,000 ",Lake Elsinore ,45031 Carla Ct    Lake Elsinore ,33.705913,-117.3228984
1167,"$3,230,000 ",MANL/D,32791,Olive ST  ,WILD,"3/2,0,0,0",1986/ASR,32,"3,230,000 ",Wildomar ,32791 Olive ST   Wildomar ,33.6424114,-117.2818025
1168,"$465,000 ",SFR/D,1188,Hunt CIR  ,COR,"4/1,1,0,0",1973/ASR,45,"465,000 ",Corona ,1188 Hunt CIR   Corona ,33.8708833,-117.5955545
1169,"$604,019 ",SFR/D,7006,Cache Creek DR  ,JUR,"4/3,0,0,0",2016/BLD,2,"604,019 ",,7006 Cache Creek DR   ,33.96192,-117.5395557
1170,"$280,000 ",SFR/A,6210,Avenue Juan Diaz   ,RVSD,"3/2,0,0,0",1973/ASR,45,"280,000 ",Riverside (City) ,6210 Avenue Juan Diaz    Riverside (City) ,33.975645,-117.437783
1171,"$330,000 ",SFR/D,10516,Gramercy PL  ,RVSD,"3/1,0,0,0",1961/ASR,57,"330,000 ",Riverside (City) ,10516 Gramercy PL   Riverside (City) ,33.9299087,-117.4842563
1172,"$352,000 ",SFR/D,4512,Carmen CT  ,RVSD,"3/2,0,1,0",2006/OTH,12,"352,000 ",Riverside (City) ,4512 Carmen CT   Riverside (City) ,34.00682150000001,-117.3735252
1173,"$359,000 ",SFR/D,6944,Coronado WAY  ,RVSD,"3/2,0,1,0",1951/ASR,67,"359,000 ",Riverside (City) ,6944 Coronado WAY   Riverside (City) ,33.9471915,-117.4117925
1174,"$369,000 ",SFR/D,5655,Golden West AVE  ,RVSD,"3/1,1,0,0",1977/ASR,41,"369,000 ",Riverside (City) ,5655 Golden West AVE   Riverside (City) ,33.985936,-117.4319158
1175,"$370,000 ",SFR/D,1080,Athena CT  ,RVSD,"3/2,0,0,0",1960/ASR,58,"370,000 ",Riverside (City) ,1080 Athena CT   Riverside (City) ,33.9849356,-117.3350438
1176,"$375,000 ",SFR/D,8757,Flagstone AVE  ,RVSD,"4/1,1,0,0",1978/PUB,40,"375,000 ",Riverside (City) ,8757 Flagstone AVE   Riverside (City) ,33.9306473,-117.4663522
1177,"$430,000 ",SFR/D,3630,Elmwood CT  ,RVSD,"2/2,0,0,0",1952/ASR,66,"430,000 ",Riverside (City) ,3630 Elmwood CT   Riverside (City) ,33.9660497,-117.3850569
1178,"$250,000 ",TWNHS/A,26335,Iris AVE   #B,MORV,"3/2,0,1,0",2006/ASR,12,"250,000 ",Moreno Valley ,26335 Iris AVE   #B Moreno Valley ,33.8917299,-117.2017974
1179,"$300,000 ",SFR/A,24515,Gabriel ST  ,MORV,"3/2,0,0,0",1983/ASR,35,"300,000 ",Moreno Valley ,24515 Gabriel ST   Moreno Valley ,33.9000896,-117.2369072
1180,"$395,000 ",SFR/D,21163,Lands End   ,MORV,"3/2,0,0,0",1991/ASR,27,"395,000 ",Moreno Valley ,21163 Lands End    Moreno Valley ,33.9511876,-117.2940901
1181,"$405,000 ",SFR/D,13828,Peyton DR  ,MORV,"4/2,0,0,0",2006/ASR,12,"405,000 ",Moreno Valley ,13828 Peyton DR   Moreno Valley ,33.9200275,-117.1699936
1182,"$410,790 ",SFR/D,9740,Shadow Springs DR  ,MORV,"4/3,0,0,0",1993/ASR,25,"410,790 ",Moreno Valley ,9740 Shadow Springs DR   Moreno Valley ,33.9796735,-117.2629041
1183,"$2,745,000 ",SFR/D,23163,Dunhill DR  ,MORV,"2/1,0,0,0",1985/ASR,33,"2,745,000 ",Moreno Valley ,23163 Dunhill DR   Moreno Valley ,33.9236356,-117.2589083
1184,"$317,000 ",SFR/D,14916,Athol ST  ,FONT,"3/1,0,0,0",1954/ASR,64,"317,000 ",Fontana ,14916 Athol ST   Fontana ,34.0873226,-117.4791049
1185,"$421,000 ",SFR/D,13619,W. Constitution Way   ,FONT,"3/2,0,1,0",1988/ASR,30,"421,000 ",Fontana ,13619 W. Constitution Way    Fontana ,34.1112516,-117.5066771
1186,"$444,000 ",SFR/D,15583,Caravelle AVE  ,FONT,"3/2,0,1,0",1998/ASR,20,"444,000 ",Fontana ,15583 Caravelle AVE   Fontana ,34.1327674,-117.4647693
1187,"$475,000 ",SFR/D,6980,Fraser Fir DR  ,FONT,"4/3,0,0,0",2006/ASR,12,"475,000 ",Fontana ,6980 Fraser Fir DR   Fontana ,34.12715379999999,-117.4464849
1188,"$215,000 ",SFR/D,10596,Coloma ST  ,LOML,"3/2,0,0,0",1957/ASR,61,"215,000 ",Loma Linda ,10596 Coloma ST   Loma Linda ,34.0612978,-117.2502037
1189,"$232,000 ",SFR/D,1327,Arlene ST  ,REDL,"3/2,0,0,0",1955/ASR,63,"232,000 ",Redlands ,1327 Arlene ST   Redlands ,34.0714814,-117.1929637
1190,"$331,000 ",SFR/D,1123,Devon PL  ,REDL,"3/1,0,1,0",1958/ASR,60,"331,000 ",Redlands ,1123 Devon PL   Redlands ,34.06763189999999,-117.171422
1191,"$415,000 ",SFR/D,1249 W,Palm   ,REDL,"2/1,1,0,0",1955/PUB,63,"415,000 ",Redlands ,1249 W Palm    Redlands ,34.0343997,-117.1917492
1192,"$940,000 ",SFR/D,218,Summit AVE  ,REDL,"3/3,0,0,0",1925/ASR,93,"940,000 ",Redlands ,218 Summit AVE   Redlands ,34.0408431,-117.1650529
1193,"$338,000 ",SFR/D,584 N,Mulberry AVE  ,RLT,"3/1,1,0,0",1977/ASR,41,"338,000 ",Rialto ,584 N Mulberry AVE   Rialto ,34.1101374,-117.3567389
1194,"$345,000 ",SFR/D,2430 N,Fillmore AVE  ,RLT,"4/2,0,0,0",1972/ASR,46,"345,000 ",Rialto ,2430 N Fillmore AVE   Rialto ,34.1437502,-117.3862741
1195,"$125,000 ",CONDO/A,1150,Meadow LN  S #6,CLTN,"1/1,0,0,0",1980/ASR,38,"125,000 ",Colton ,1150 Meadow LN  S #6 Colton ,34.0494976,-117.2989821
1196,"$350,000 ",SFR/D,2245,Lake Forest CT  ,SB,"4/2,0,0,0",1985/ASR,33,"350,000 ",San Bernardino (City) ,2245 Lake Forest CT   San Bernardino (City) ,34.1755462,-117.3381198
1197,"$321,000 ",SFR/D,7907,Cortez Street   ,HLND,"3/2,0,0,0",1991/ASR,27,"321,000 ",Highland ,7907 Cortez Street    Highland ,34.109605,-117.1703712
1198,"$338,500 ",SFR/D,7088,Buckeye ST  ,HLND,"3/2,0,0,0",1964/ASR,54,"338,500 ",Highland ,7088 Buckeye ST   Highland ,34.1251184,-117.2037403
1199,"$294,000 ",SFR/D,2909,Overland TRL  ,FBRK,"3/1,0,0,0",1928/ASR,90,"294,000 ",Fallbrook ,2909 Overland TRL   Fallbrook ,33.3399083,-117.2405819
1200,"$359,500 ",SFR/D,1714,Mentone BLVD  ,MENT,"3/2,0,0,0",1920/ASR,98,"359,500 ",Mentone ,1714 Mentone BLVD   Mentone ,34.069809,-117.138132
1201,"$230,000 ",SFR/D,763,Balsam LN  ,TWNP,"3/2,0,0,0",1962/ASR,56,"230,000 ",,763 Balsam LN   ,34.239388,-117.2311194
1202,"$475,000 ",SFR/D,375,Grandview   ,TWNP,"5/3,0,1,0",1999/ASR,19,"475,000 ",,375 Grandview    ,34.246716,-117.238304
1203,"$360,000 ",SFR/D,27390,Matterhorn DR  ,LKAR,"4/3,0,1,0",1977/ASR,41,"360,000 ",Lake Arrowhead ,27390 Matterhorn DR   Lake Arrowhead ,34.2719892,-117.2064738
1204,"$465,000 ",SFR/D,39895,Lakeview DR  ,BB,"3/2,0,0,0",1980/ASR,38,"465,000 ",Big Bear ,39895 Lakeview DR   Big Bear ,34.24783470000001,-116.9314503
1205,"$375,000 ",SFR,41605,Goodrich ST  ,IND,"4/3,0,0,1",2004/ASR,14,"375,000 ",Indio ,41605 Goodrich ST   Indio ,33.7463167,-116.2078737
1206,"$215,000 ",CONDO,55141,Tanglewood   ,LQ,"3/2,0,0,0",1988/ASR,30,"215,000 ",La Quinta ,55141 Tanglewood    La Quinta ,33.6495746,-116.2709036
1207,"$295,000 ",SFR,84546,Prosecco WAY  ,COA,"5/2,1,0,0",2006/ASR,12,"295,000 ",Coachella ,84546 Prosecco WAY   Coachella ,33.66927,-116.192093
1208,"$765,000 ",SFR/D,6,SATURN CIR  ,RM,"3/3,0,0,0",1987/ASR,31,"765,000 ",Rancho Mirage ,6 SATURN CIR   Rancho Mirage ,33.7617113,-116.4435015
1209,"$259,000 ",CONDO,33,Conejo CIR  ,PDST,"3/2,0,0,0",1983/ASR,35,"259,000 ",Palm Desert ,33 Conejo CIR   Palm Desert ,33.7427222,-116.3795265
1210,"$370,000 ",SFR,74126,De Anza WAY  ,PDST,"3/0,2,0,0",1956/ASR,62,"370,000 ",Palm Desert ,74126 De Anza WAY   Palm Desert ,33.7242777,-116.3715947
1211,"$265,000 ",CONDO,73510,Encelia PL  ,PDST,"2/1,1,0,0",1974/ASR,44,"265,000 ",Palm Desert ,73510 Encelia PL   Palm Desert ,33.693344,-116.382164
1212,"$239,000 ",CONDO,40414,Bay Hill WAY  ,PDST,"2/2,0,0,0",1981/ASR,37,"239,000 ",Palm Desert ,40414 Bay Hill WAY   Palm Desert ,33.7550339,-116.3141734
1213,"$726,000 ",SFR,44850,Lakeside DR  ,IW,"3/3,0,0,0",1992/ASR,26,"726,000 ",Indian Wells ,44850 Lakeside DR   Indian Wells ,33.7236565,-116.3554997
1214,"$225,000 ",CONDO,500,Farrell DR   #L69,PSPR,"2/2,0,0,0",1984/ASR,34,"225,000 ",Palm Springs ,500 Farrell DR   #L69 Palm Springs ,33.8149002,-116.515824
1215,"$730,000 ",SFR/D,1575 S,SAN MATEO DR  ,PSPR,"3/3,0,0,0",1986/ASR,32,"730,000 ",Palm Springs ,1575 S SAN MATEO DR   Palm Springs ,33.8032975,-116.5187508
1216,"$180,000 ",TWNHS,33575,DATE PALM DR   #D,CC,"3/2,0,1,0",1980,38,"180,000 ",Cathedral City ,33575 DATE PALM DR   #D Cathedral City ,33.8042469,-116.458552
1217,"$300,000 ",SFR/D,9740,WARWICK DR  ,DHS,"3/2,0,1,0",1992/ASR,26,"300,000 ",Desert Hot Springs ,9740 WARWICK DR   Desert Hot Springs ,33.97783,-116.532393
1218,"$485,000 ",CONDO/A,11 S,3rd ST   #231,ALH,"1/2,0,0,0",2015/ASR,3,"485,000 ",Alhambra ,11 S 3rd ST   #231 Alhambra ,34.0929763,-118.1302624
1219,"$1,230,000 ",SFR/D,1971,Skyview Drive   ,ALTA,"3/1,1,0,0",1926/SEE,92,"1,230,000 ",Altadena ,1971 Skyview Drive    Altadena ,34.191507,-118.1107362
1220,"$1,251,000 ",SFR/D,3428,Gardenside LN  ,LA,"3/1,0,0,0",1926/ASR,92,"1,251,000 ",Los Angeles (City) ,3428 Gardenside LN   Los Angeles (City) ,34.1206834,-118.2651379
1221,"$445,990 ",CONDO/A,811 N,Dalton AVE   #101,AZU,"2/2,0,1,0",2018/BLD,0,"445,990 ",Azusa ,811 N Dalton AVE   #101 Azusa ,34.136876,-117.9053173
1222,"$800,000 ",SFR/D,1046,Elmwood AVE  ,BBK,"2/1,0,0,0",1941/ASR,77,"800,000 ",Burbank ,1046 Elmwood AVE   Burbank ,34.1865378,-118.2909173
1223,"$890,000 ",SFR/D,900,Cambridge DR  ,BBK,"3/2,0,0,0",1951/ASR,67,"890,000 ",Burbank ,900 Cambridge DR   Burbank ,34.2010136,-118.3164006
1224,"$805,000 ",SFR/D,1617,Maple Hill RD  ,DB,"4/2,1,0,0",1968/ASR,50,"805,000 ",Diamond Bar ,1617 Maple Hill RD   Diamond Bar ,33.9926646,-117.8227627
1225,"$477,000 ",SFR/D,2033,Royal Oaks DR  ,DUAR,"2/1,0,0,0",1948/PUB,70,"477,000 ",Duarte ,2033 Royal Oaks DR   Duarte ,34.1432502,-117.9610305
1226,"$575,000 ",SFR/D,2503,Dalbo ST  ,DUAR,"3/2,0,0,0",1949/ASR,69,"575,000 ",Duarte ,2503 Dalbo ST   Duarte ,34.1469288,-117.9511463
1227,"$685,000 ",SFR/D,2954,Conata ST  ,DUAR,"3/3,0,0,0",1959/ASR,59,"685,000 ",Duarte ,2954 Conata ST   Duarte ,34.1469539,-117.9408039
1228,"$485,000 ",SFR/D,3729,Esmeralda AVE  ,ELM,"2/1,0,0,0",1946/ASR,72,"485,000 ",El Monte ,3729 Esmeralda AVE   El Monte ,34.0766434,-118.0322514
1229,"$430,000 ",CONDO/A,330 N,Jackson ST   #320,GD,"2/1,0,0,0",1973/ASR,45,"430,000 ",Glendale ,330 N Jackson ST   #320 Glendale ,34.1507407,-118.2497913
1230,"$470,000 ",SFR/D,414 W,Acacia AVE  ,GD,"2/1,0,0,0",1924/ASR,94,"470,000 ",Glendale ,414 W Acacia AVE   Glendale ,34.1344322,-118.2615401
1231,"$450,000 ",SFR/D,5639,STOLL DR  ,LA,"1/1,0,0,0",1965,53,"450,000 ",Los Angeles (City) ,5639 STOLL DR   Los Angeles (City) ,34.1133684,-118.1964062
1232,"$763,000 ",SFR/D,809,MILWAUKEE AVE  ,LA,"2/1,0,0,0",1900/ASR,118,"763,000 ",Los Angeles (City) ,809 MILWAUKEE AVE   Los Angeles (City) ,34.120045,-118.1920878
1233,"$907,000 ",SFR/D,4932,Granada ST  ,LA,"2/1,0,0,0",1924/PUB,94,"907,000 ",Los Angeles (City) ,4932 Granada ST   Los Angeles (City) ,34.1087372,-118.2061281
1234,"$385,000 ",SFR/D,1050,Gilwood AVE  ,LPUE,"4/2,0,0,0",1955/ASR,63,"385,000 ",La Puente ,1050 Gilwood AVE   La Puente ,34.0383061,-117.9449684
1235,"$420,000 ",SFR/D,578,Bainford AVE  ,LPUE,"5/0,2,0,0",1958/ASR,60,"420,000 ",La Puente ,578 Bainford AVE   La Puente ,34.009766,-117.9139742
1236,"$635,000 ",SFR/D,3233,Community AVE  ,GD,"3/2,0,0,0",1924/ASR,94,"635,000 ",Glendale ,3233 Community AVE   Glendale ,34.2283181,-118.2498985
1237,"$1,100,000 ",SFR/D,5140,Circle Vista AVE  ,LACR,"3/1,1,0,0",1961/ASR,57,"1,100,000 ",La Crescenta ,5140 Circle Vista AVE   La Crescenta ,34.2318443,-118.2319439
1238,"$662,000 ",SFR/D,184,May AVE  ,MNRO,"2/1,0,0,0",1946/SEE,72,"662,000 ",Monrovia ,184 May AVE   Monrovia ,34.154287,-117.9974508
1239,"$930,000 ",SFR/D,721 E,Foothill BLVD  ,MNRO,"4/3,0,0,0",1921/ASR,97,"930,000 ",Monrovia ,721 E Foothill BLVD   Monrovia ,34.1517745,-117.9897863
1240,"$620,000 ",SFR/D,970 E,Woodbury RD  ,PAS,"3/2,0,0,0",1950/SEE,68,"620,000 ",Pasadena ,970 E Woodbury RD   Pasadena ,34.1768692,-118.130212
1241,"$820,000 ",TWNHS/A,1596,Whitefield RD   #1,PAS,"3/2,0,1,0",1993/PUB,25,"820,000 ",Pasadena ,1596 Whitefield RD   #1 Pasadena ,34.1641928,-118.1175438
1242,"$468,000 ",CONDO/A,497 S,El Molino AVE   #209,PAS,"2/1,1,0,0",1972/ASR,46,"468,000 ",Pasadena ,497 S El Molino AVE   #209 Pasadena ,34.1373476,-118.1372185
1243,"$430,000 ",SFR/D,6519,Bequette AVE  ,PR,"3/2,0,0,0",1950/ASR,68,"430,000 ",Pico Rivera ,6519 Bequette AVE   Pico Rivera ,33.9857946,-118.0929502
1244,"$758,000 ",TWNHS/A,1110,Magnolia ST   #B,SPAS,"2/1,1,1,0",1980/ASR,38,"758,000 ",South Pasadena ,1110 Magnolia ST   #B South Pasadena ,34.1181374,-118.1546678
1245,"$675,000 ",SFR/D,322,Camino De Teodoro   ,WAL,"4/2,0,0,0",1976/ASR,42,"675,000 ",Walnut ,322 Camino De Teodoro    Walnut ,34.011027,-117.872566
1246,"$708,000 ",SFR/D,20132,Emerald Meadow DR  ,WAL,"4/3,0,0,0",1973/ASR,45,"708,000 ",Walnut ,20132 Emerald Meadow DR   Walnut ,33.9892103,-117.8633545
1247,"$465,000 ",SFR/D,7047,Lynalan AVE  ,WH,"3/1,0,1,0",1953/ASR,65,"465,000 ",Whittier ,7047 Lynalan AVE   Whittier ,33.9784437,-118.0561836
1248,"$490,000 ",SFR/D,13631,Cullen ST  ,WH,"3/1,0,0,0",1949/ASR,69,"490,000 ",Whittier ,13631 Cullen ST   Whittier ,33.9590514,-118.0296099
1249,"$506,000 ",SFR/D,12932,Dunton DR  ,WH,"3/2,0,0,0",1944/ASR,74,"506,000 ",Whittier ,12932 Dunton DR   Whittier ,33.9586568,-118.0447038
1250,"$515,000 ",SFR/D,11710,Clearglen AVE  ,WH,"3/2,0,0,0",1961/ASR,57,"515,000 ",Whittier ,11710 Clearglen AVE   Whittier ,33.9264482,-117.9914118
1251,"$600,000 ",SFR/D,6303,Elmquist AVE  ,WH,"4/3,0,0,0",1967/ASR,51,"600,000 ",Whittier ,6303 Elmquist AVE   Whittier ,33.9845474,-118.0225198
1252,"$1,300,000 ",SFR/D,1374 1/2,EDGECLIFFE DR  ,LA,"3/2,0,1,0",2011,7,"1,300,000 ",Los Angeles (City) ,1374 1/2 EDGECLIFFE DR   Los Angeles (City) ,34.0885656,-118.2788379
1253,"$1,200,000 ",SFR/D,4659,Jessica DR  ,LA,"3/2,0,0,0",1953/ASR,65,"1,200,000 ",Los Angeles (City) ,4659 Jessica DR   Los Angeles (City) ,34.1127321,-118.2162722
1254,"$242,000 ",CONDO/A,5165,Walnut AVE   #23,CH,"2/1,0,0,0",1986/ASR,32,"242,000 ",Chino ,5165 Walnut AVE   #23 Chino ,34.0257893,-117.6921607
1255,"$749,000 ",TWNHS/A,2358,Crystal Pointe   ,CHH,"4/4,0,0,0",2015/ASR,3,"749,000 ",Chino Hills ,2358 Crystal Pointe    Chino Hills ,33.9846441,-117.7521163
